SUBJECT_CUI,OBJECT_CUI
C2980074,C0747256
C0014405,C1168250
C2001271,C0235950
C0025629,C2960008
C0052432,C0343337
C2346836,C0242350
C0006674,C0023269
C0003158,C0238644
C1873633,C0021053
C0017687,C0014550
C0138273,C0042109
C0011816,C0270458
C0028360,C0442867
C0209227,C0236830
C0051691,C0040147
C0065180,C0016665
C0008296,C0016034
C4080053,C3839346
C0075504,C0031069
C0006246,C0472713
C0031849,C1961099
C0140610,C0026718
C4325235,C4303663
C0304604,C0339968
C1703334,C0566602
C0025381,C0042847
C4731737,C0151721
C3848532,C0268124
C0062092,C0019360
C0254211,C0023443
C0040377,C1997351
C0020933,C0042135
C0014938,C0020502
C0526371,C0475811
C0052429,C0041321
C0002600,C0019202
C0650607,C0085083
C0025611,C0042875
C0041249,C0027873
C0039623,C0948245
C2719767,C0013384
C0031469,C1510471
C0071105,C0007112
C2364481,C0232849
C3653122,C0155880
C0013023,C0261439
C0042071,C0019088
C0070525,C1384606
C0043872,C4722085
C2933912,C0035235
C0039644,C0085436
C0036516,C0038157
C0657912,C0741292
C4682397,C0009770
C0025575,C0152945
C0065517,C0041912
C0054066,C0023281
C0012291,C0267919
C0128513,C0007137
C0013084,C1276092
C0060237,C0026838
C0062941,C0151908
C0015827,C0275761
C4720053,C0027498
C0013832,C0019360
C4519728,C0016034
C0008425,C0040147
C4726929,C0024894
C0023586,C1320547
C0065180,C0037199
C4519537,C1135868
C0020223,C0206754
C1700730,C0235238
C0066677,C0205944
C0064636,C0543822
C3852670,C0020651
C0034403,C0039520
C0038425,C3875321
C0087163,C2316304
C3489764,C0016867
C0039512,C0039082
C0772056,C1384589
C0717900,C0345468
C0529793,C0023283
C0065870,C0010200
C0038792,C0043092
C3491162,C0086227
C0795635,C0019202
C0009279,C0242584
C1998098,C0011880
C3885068,C0035435
C2350656,C0040127
C0288792,C0028840
C2987716,C0272199
C0058379,C0401149
C0064263,C4708167
C0281581,C0013312
C3852671,C0024530
C0055881,C0150055
C1609165,C0275652
C1533126,C0684275
C0018061,C0276688
C1268551,C0085074
C0026457,C0339932
C2348593,C0027022
C0025241,C0235329
C0002575,C0031350
C0026234,C1562585
C0021081,C0043250
C1453642,C0019158
C0022635,C1536220
C0813622,C1541061
C2713595,C0034012
C0077071,C0554628
C0879427,C0024301
C0050461,C0034069
C0123043,C0027430
C0022267,C0013404
C0748603,C0006852
C4706204,C0751434
C0078569,C0024591
C0537147,C2747816
C0063584,C0033775
C2976303,C0024449
C0059668,C0022660
C0114875,C3875286
C2930789,C3661921
C0005575,C0154731
C0055339,C0267176
C0016410,C0267963
C0024472,C0343500
C1172636,C1384514
C0025376,C0028754
C2698764,C0395818
C0003451,C0011608
C0059610,C0002170
C0087161,C0442874
C0031408,C0007138
C0019593,C0006849
C0026196,C0220756
C0038761,C0006267
C0070072,C0456103
C0058218,C0149931
C0032613,C1504336
C0002679,C1960398
C2698385,C0014179
C0030829,C2937222
C0006674,C0349719
C1096768,C0003811
C0066522,C1288351
C0126789,C0206525
C0034410,C0442874
C1318700,C0042875
C0071304,C0008350
C0907402,C0031485
C0040989,C0272199
C0053230,C2887084
C4507236,C0014121
C0006834,C0010543
C1832027,C0019655
C0057610,C0011633
C0015980|3439,C1318973
C0026196,C0016470
C1134558,C0042875
C0008163,C0581377
C0021978,C0023440
C2936870,C0003615
C0013162,C0406526
C0036079,C0040188
C1567753,C0041408
C0025603,C0342634
C1507354,C0020514
C1120106,C0001403
C0126120,C0282193
C0290883,C0154841
C0025033,C0151467
C0005088,C0021361
C0075783,C0023465
C0023791,C0043037
C0079594,C0041648
C0147037,C0849907
C0015491,C0858318
C0050559,C0730274
C0526950,C0034362
C0053091,C0039128
C2698692,C1274228
C1099776,C0949691
C4519194,C0409818
C0071808,C0235238
C2987716,C0026718
C3253985,C0019829
C0007248,C0086445
C4723629,C0018081
C0053091,C0034734
C0025760,C0750197
C0206460,C0020683
C0011824,C0013295
C4079904,C0152515
C0076189,C0008677
C0935929,C0221013
C0031007,C0001175
C0058445,C0019655
C0020196,C0035436
C4033633,C0085682
C0071304,C0006852
C0027866,C0035243
C0286079,C0678222
C0028005,C0043388
C0092801,C0035309
C0028193,C0015230
C0040263,C0023895
C0005525,C0010692
C4726929,C3874358
C0001927,C1336827
C0027603,C0013884
C0016295,C0023461
C0028356,C0041234
C0072828,C0035258
C0282386,C0018834
C1608841,C0162311
C0034239,C0030758
C0301409,C0035439
C0033306,C0038034
C0360714,C0011849
C0008293,C2349994
C0597573,C0302592
C0218986,C0751956
C0006686,C0406482
C0020404,C0259799
C0014025,C0577708
C0041009,C0014013
C4724806,C0153188
C0028040,C0007138
C0282386,C0854248
C0062076,C0042109
C0060240,C0341558
C0962517,C0030528
C4723629,C0039103
C0065517,C0009443
C0546859,C0030305
C2698152,C0020479
C0206255,C0023895
C0033798,C0002874
C0065879,C1384606
C1136312,C0026838
C0164674,C0018133
C0069751,C0339507
C4045494,C0017205
C0079466,C0032290
C0051691,C0032533
C0005311,C1336827
C0032825,C0041466
C0004905,C0948089
C0030800,C0010068
C0053336,C0001627
C0031453,C0014547
C0048470,C2239176
C0022252,C1827687
C0165921,C0392618
C0772395,C0729587
C0608826,C0015230
C0872913,C0700053
C0146337,C0002965
C0025741,C0035854
C0006864,C0031511
C0011892,C0036690
C0025242,C2936781
C0057605,C0524909
C0116074,C0340354
C0022614,C0035597
C0070895,C0877445
C0030899,C0006846
C2698220,C0085606
C4743552,C3697010
C0525079,C0178416
C1579268,C0272199
C0012403,C0019357
C0030830,C0030848
C0021734,C0041341
C0003448,C0233494
C0070709,C0011268
C0005070,C0029408
C0039736,C0043515
C0074676,C0024588
C3661315,C0039445
C3652978,C0239946
C0008803,C0036992
C0052946,C0080274
C0035976,C0034902
C0012383,C0036130
C0766326,C0342882
C0059874,C0035258
C0065760,C0403398
C0027235,C0026764
C0220578,C0149871
C0915142,C0038157
C0376160,C0008677
C0001962,C0854328
C3653501,C0041228
C0053111,C0149922
C0666079,C0039614
C0015021,C0042345
C0072916,C0019345
C0009079,C0027765
C0383429,C0007194
C3489575,C0152964
C0164155,C0021116
C0006976,C0342882
C0025219,C0013404
C2717021,C0276653
C0525005,C0022578
C0008294,C0023827
C0301527,C0854211
C0015021,C4721209
C0094813,C0267509
C0040979,C0010346
C0033228,C1536220
C3885063,C0035344
C0003299,C0004238
C0813622,C0007785
C0043481,C0043167
C0001937,C0007138
C0031990,C0019189
C0142825,C0152171
C3501434,C0027051
C0041031,C0032371
C0068700,C0152967
C0168273,C0029001
C0535459,C0024588
C4720053,C0151721
C0126789,C0013338
C0262965,C1997322
C0012383,C0012634
C0057916,C0085253
C0772089,C0393819
C3492889,C0149948
C0054015,C0028326
C0963398,C2316460
C0213404,C1260917
C0772394,C0000880
C0038742,C0006325
C0002645,C0030807
C0003299,C0001264
C0007537,C0406317
C0025605,C0036830
C0001648,C0151686
C0041086,C0007847
C0908935,C0235329
C0057606,C0030636
C0025760,C0019069
C3502471,C0027873
C0034414,C0271568
C2607479,C0005716
C0014563,C0031069
C0030095,C0019187
C3653189,C0338908
C0078956,C0349464
C0007537,C0013338
C3490795,C0276755
C3529563,C0024586
C0060501,C0029077
C1258800,C0004623
C0663448,C0007112
C0000948,C0238462
C0304509,C0019345
C0069392,C0021092
C0066412,C0238217
C0004609,C3698411
C1997549,C0038395
C4691680,C0278140
C3537192,C0278701
C0304347,C0577709
C0004499,C0024534
C0005117,C0006266
C0071839,C0221023
C0010547,C0011854
C0001047,C1827266
C0008283,C0035220
C0040382,C0029134
C0006710,C0270846
C0289313,C0153240
C0070072,C0038437
C0069751,C0002965
C1505698,C1140680
C2346970,C0270425
C0175022,C0349543
C0043603,C3495559
C0011145,C0041408
C0085272,C0040261
C0001937,C0019202
C0007248,C1692886
C0772089,C0234119
C0041037,C4040491
C0077071,C0039503
C0040610,C0206682
C4301626,C4510691
C0102118,C0151482
C0969589,C0004943
C0030040,C0342882
C1718383,C0020683
C0053225,C0023487
C1144403,C0746883
C0140594,C0029882
C0216231,C0011633
C0360714,C0001824
C0242896,C0750197
C0126174,C0564750
C0064906,C0272285
C0017720,C0015652
C4045497,C0022660
C0031453,C0151744
C4542175,C0020456
C3501434,C0155880
C2316164,C0013882
C0040209,C0158996
C0171447,C0271790
C0038326,C2349261
C0012522,C0030759
C3851350,C0007682
C0031412,C0036980
C0004147,C0015230
C0009079,C0563269
C0146337,C0220756
C0534301,C0343500
C0027353,C0155749
C0903898,C1536220
C3817397,C0275979
C3852684,C0021775
C0058056,C0020538
C0042402,C0042373
C1880288,C0001175
C0070525,C0085606
C1306772,C0033775
C0282386,C0025306
C0022642,C1531702
C0595265,C0025202
C0065936,C0079744
C0006686,C0239946
C0771648,C0026393
C0129975,C0021311
C0038687,C0023524
C0003445,C0850624
C0012022,C0025306
C0002007,C0030759
C0076189,C0014121
C2316164,C0026946
C0072973,C0016436
C0037508,C0041341
C0085228,C0023241
C0073085,C0019202
C0011777,C0006181
C0016967,C0036830
C0065162,C0272285
C0016282,C0341106
C0008318,C0242422
C0069753,C0474368
C0019168,C0598608
C1271481,C0005743
C0529793,C0395818
C1143018,C0024143
C0072828,C0007137
C0039834,C0342634
C0909381,C0232940
C0087161,C0006060
C0064636,C0341558
C0059506,C0035436
C0146224,C1260899
C0041098,C0040425
C0140594,C1145670
C0092777,C0039263
C1171274,C0042165
C0005099,C0011884
C0012091,C1868889
C0040610,C0007682
C0063841,C0019348
C1136535,C0036992
C0969324,C0038395
C0078956,C0085681
C0213404,C0007129
C1172636,C0265110
C0011701,C3874358
C0025872,C0024110
C2742503,C0151482
C1876200,C0013395
C0281581,C0029456
C0065517,C0428974
C0663448,C0085436
C0031392,C0021116
C0012384,C0025202
C4078709,C1621958
C0041090,C0027051
C0019168,C0013390
C0005740,C0023241
C3179547,C0080274
C4310578,C0008312
C4045234,C2316212
C4045497,C0037195
C0300205,C0020635
C4519740,C0007820
C2698692,C0019187
C0017631,C0019212
C0031184,C0006142
C0035100|5972,C0008350
C0012383,C0006060
C0772394,C0241910
C0213771,C0572583
C1567753,C0271650
C0040372,C1960870
C1831828,C0546837
C0061851,C0221765
C0008783,C0085413
C2983876,C0085413
C0027348,C1827301
C0529351,C0152945
C1099776,C0010340
C0071132,C0159020
C0025023,C0149725
C0015043,C0037195
C0016383,C0025517
C3851350,C0038325
C2746078,C0339959
C0031411,C0026857
C0359086,C0022658
C0060926,C0159020
C0936139,C0240066
C0009014,C0031572
C0893761,C0085649
C0065175,C0022876
C0005059,C1384514
C0026256,C0018213
C0064164,C0392164
C0034414,C0008350
C0043474,C0002880
C1527027,C4038730
C0666743,C0276587
C0543448,C3203547
C1876200,C1960764
C0059714,C0151714
C0075632,C0024537
C3818700,C0346421
C0033511,C0040261
C0039468,C0013312
C0003641,C0151744
C0163055,C0006271
C4542171,C1336827
C0054234,C0238061
C0010648,C0153227
C4064080,C0030528
C1955474,C0426639
C0012066,C1504336
C0025217,C0153594
C0011816,C0271066
C0006864,C0029408
C4079805,C0080274
C0246719,C0003864
C0024472,C0238452
C0016278,C0032797
C0032825,C0151721
C0003968,C0008149
C1098320,C0087086
C0017628,C0009806
C0034239,C0024591
C0529793,C0270846
C0019139,C0276064
C0031923,C0024440
C2987648,C0162533
C0244713,C0349543
C3490329,C1320547
C3179549,C0004604
C2001867,C0276026
C0304604,C0007112
C0243192,C0085606
C3642427,C0729772
C0007248,C0339573
C0009011,C0234974
C0055015,C0040460
C0007555,C0002103
C0055467,C0027145
C1136254,C0549398
C1098320,C0033774
C0068992,C0276688
C0020740,C0010032
C0040377,C0741292
C0025741,C0032308
C3661282,C0002171
C1872203,C0021670
C0025147,C0033578
C1579410,C0702166
C0032901,C0232058
C0008318,C0155860
C0038149,C0019147
C0074554,C2937222
C0169964,C0155866
C0963839,C0395818
C0108101,C0024291
C0245514,C0004364
C0118168,C0349636
C1138226,C2267227
C0666079,C0751122
C0086728,C0152499
C0249529,C0271638
C0003442,C0032064
C0006674,C0002438
C1455147,C0023443
C0615823,C1960870
C0078569,C0004623
C1441129,C0233794
C0004969,C0155213
C2987429,C0010543
C0303029,C0036271
C0064870,C0003850
C2346836,C0002453
C3852726,C1828079
C0213771,C0242339
C4278675,C0412850
C4279743,C0024301
C0074676,C0011268
C0113293,C0277528
C0242913,C0005138
C0033567,C0423775
C0753287,C0149871
C0002772,C0030785
C0003524,C0002986
C1136535,C0014518
C0035525,C0032064
C1562242,C0152967
C1608841,C0035585
C0851344,C0036980
C0010927,C0342731
C0022209,C0009319
C0012373,C0520577
C0123043,C0278678
C0052762,C0233523
C0010961,C1504336
C0012525,C0271561
C0005740,C0153633
C0043047,C0029291
C0012968,C0040517
C0146224,C0025202
C0035661,C0238080
C0108938,C0008677
C1700683,C1318559
C0069628,C0040185
C0028978,C0272199
C0052761,C2894027
C2698152,C0271084
C0075770,C0033893
C0657912,C0151317
C0004320,C0085132
C0724614,C0035597
C2001856,C0346993
C2698291,C2242472
C2973446,C0020479
C0543448,C1562585
C0024808,C0412842
C4301607,C3698411
C0025624,C0021092
C2742587,C0162627
C0012471,C0039614
C0009014,C0474368
C0903411,C0000810
C4045497,C0011630
C0013618,C0600142
C0008294,C0030446
C0293359,C0038363
C0172827,C0042842
C2699179,C2215257
C0055775,C0153467
C0055877,C0280324
C0006644,C0268490
C0907402,C0017601
C0001645,C0700053
C2717174,C0400966
C1337242,C0235950
C0063449,C0003811
C0534301,C0028734
C0025033,C0009088
C4519194,C0740447
C0729502,C0024305
C0216784,C0041327
C2698764,C0152965
C0078643,C1301363
C0031923,C0021355
C1271481,C0268108
C0292819,C0267167
C0037098,C0041472
C0012091,C0018213
C0935989,C0345468
C2698371,C0013884
C4287815,C0018213
C3852512,C0085278
C0530801,C2363973
C0603972,C0276653
C4726970,C1562585
C4519114,C0006413
C0386393,C0027721
C0874161,C1261256
C0053105,C0014518
C3853839,C0042164
C4740904,C0271093
C0034417,C4510691
C0291772,C0029434
C0012968,C0042974
C1609931,C0008354
C0025033,C0023886
C0796392|7422,C0023381
C0913246,C0349790
C0028365,C0524851
C0054670,C0011848
C0065760,C0041321
C0012702,C0003125
C0085174,C0153240
C0023992,C0014877
C2744960,C0023860
C2828299,C0030567
C2000261,C0949083
C0080356,C0024536
C0763530,C0029434
C0033228,C0009443
C4740904,C0275794
C0011816,C0085109
C0246689,C3698411
C0028126,C0149893
C0085228,C3875321
C1122962,C0149756
C1882065,C0029291
C0126120,C0393735
C0034410,C0085159
C1130428,C0024143
C2605855,C0155440
C1567130,C0153579
C2713008,C0004610
C0754188,C0392445
C0962603,C0040560
C2698152,C0406486
C0063841,C1761609
C0076295,C4303663
C0136123,C0039841
C0003204,C0006309
C0036579,C1510471
C1881129,C0013338
C0368663,C0043352
C0129022,C0043037
C3713958,C0343337
C0041942,C0005587
C2744960,C0035344
C4044947,C0013884
C4746084,C0017609
C0018305,C0020476
C0023870,C0007682
C1881172,C0007115
C1609686,C0026838
C0909839,C0042029
C0053336,C0001175
C0065517,C1632842
C4045974,C0424620
C0001962,C0878544
C3255208,C0018133
C0024002,C0036220
C0025242,C0346993
C0066411,C0017531
C1530889,C0020428
C0041040,C1274228
C0056077,C0027708
C0008223,C0005283
C0071074,C0004623
C0015491,C0376358
C4317559,C0497327
C0035608,C0678222
C0012291,C0153246
C4519199,C0494475
C2932486,C0028754
C4519167,C0149782
C0040616,C0018799
C0069562,C0022735
C0050558,C0018099
C1832027,C0002962
C0164815,C0038166
C1512474,C0343532
C1099414,C0042109
C0006491,C0023283
C0017642,C0004771
C0060201,C0003872
C0650607,C0030590
C0042845,C0079774
C0770560,C0022073
C0304347,C0009769
C0070093,C0858321
C0052865,C0008149
C1562104,C0019156
C0010654,C0036285
C0031448,C0018213
C0033487,C0004096
C0058415,C0519030
C0033124,C0022660
C0041536,C0042485
C0257685,C0042025
C0031990,C0005683
C0210630,C0242855
C1721377,C0750197
C0070122,C0009186
C0068367,C0153225
C2699758,C0243001
C0005311,C0153256
C0014025,C0041952
C0072973,C3661933
C0013547,C0007134
C0041942,C0026838
C3886731,C0010930
C0065832,C0009773
C1831828,C0024534
C0213404,C3661933
C0022957,C0020445
C0103045,C0005283
C0016778,C1563054
C0527038,C0021167
C1619966,C1288351
C3714801,C1274988
C0073601,C0043116
C0038633,C0151449
C0066139,C0239946
C0085208,C0261439
C0072225,C1275684
C4726900,C0022081
C3492889,C0153216
C0126774,C0600142
C0297635,C0085612
C0526058,C0018190
C2346970,C0006060
C0593802,C0149704
C0052940,C0023646
C0937932,C0428974
C0772241,C0206062
C0061330,C0153227
C3652644,C0022575
C0038792,C0018671
C0012694,C0349790
C0008405,C1608973
C1872427,C0342751
C3272344,C0042875
C0051923,C0013537
C2698220,C0023269
C0055014,C3203547
C1831905,C3697010
C0571665,C0001206
C0207683,C0031099
C0002083,C0011334
C0059623,C0017178
C0213771,C0001511
C0054040,C0009088
C0043832,C0034494
C0353697,C0032302
C0073393,C0152964
C0521942,C0577708
C0001962,C0346974
C0012582,C0401149
C0066685,C0730274
C0078774,C0035309
C0040616,C1565489
C0379135,C0936215
C0055021,C0154301
C4720053,C0339959
C0022635,C0750979
C0066685,C0010690
C1703334,C0006142
C0085237,C0033581
C0292819,C0024115
C3264621,C0019348
C0017245,C0040592
C0040867,C0027609
C0673470,C0024291
C0048504,C1274228
C0005740,C1998329
C0066522,C0271623
C2697961,C0270425
C0753645,C0349464
C1176316,C0004943
C1101148,C0588233
C4691680,C0152967
C0052946,C0694549
C0038149,C1140680
C0042845,C0008312
C0039600,C0338396
C1874451,C0041234
C0969589,C0019372
C0172827,C0011860
C0069562,C0036262
C0108101,C0042514
C0012757,C0878544
C0025625,C1960764
C3489748,C0851578
C0143083,C0239295
C3181682,C0018801
C1700730,C0014549
C0359086,C0549398
C0041479,C0184567
C4078709,C0029443
C0649350,C0392164
C0143993,C1260915
C0060405,C0020651
C0078794,C0241910
C0053091,C0221032
C0068700,C0280324
C0025760,C0010823
C0027368,C0349636
C0011182,C0856695
C0063449,C0016867
C0966107,C0473527
C0058379,C2316212
C0164815,C0271650
C0144576,C0341106
C0007562,C1800706
C0015620,C0149756
C3652561,C0010043
C1176020,C0038218
C4519273,C0030783
C1831808,C0267919
C0904505,C0917801
C3713906,C0410065
C0377349,C0398650
C2003424,C1274355
C0020223,C0037199
C0023791,C0278987
C0766108,C0016053
C0075262,C0458219
C0012757,C0020683
C0368663,C2585890
C0012125,C0238463
C1171274,C0221032
C1739768,C0206682
C0132326,C0030567
C0302837,C0024535
C0009014,C0085437
C0012265,C0270425
C3195420,C0025294
C0062648,C0085695
C3714499,C0022073
C1311070,C0022104
C4519740,C0750197
C0937917,C0155749
C0034245,C0010709
C0005330,C0014869
C3661450,C0011615
C0011824,C0029453
C0733758,C0018190
C1144149,C0042842
C0893761,C0729587
C2605855,C0340970
C1611640,C1142132
C0004057,C0277528
C0054201,C0085132
C0002607,C2363973
C0076829,C0034155
C0532578,C0003862
C0754188,C0037354
C0053284,C0428974
C0025611,C0392190
C0052865,C1800706
C0052820,C0405580
C0017132,C0269398
C0041660,C0276725
C4045511,C0151908
C0050066,C0007789
C0061851,C0011974
C1260298,C0392190
C0907850,C1288351
C4044947,C0275761
C0063322,C0031511
C0060501,C0155866
C1161346,C0011847
C0001648,C1827266
C1134558,C0524910
C0041190,C0034155
C0021641,C0042580
C1723401,C0546999
C2350866,C1260915
C0164386,C0013264
C0003596,C0024591
C0031444,C0007134
C0753287,C0339573
C0039902,C0524702
C0028902,C0162568
C0718050,C0276026
C0081787,C0006111
C0029193,C1861172
C4287804,C0027424
C0054234,C0022575
C1176316,C0085436
C0039925,C0750197
C0966500,C0007131
C0253563,C0018378
C0053882,C3536984
C0006403,C1277187
C0030125,C0085253
C0290883,C0036271
C0031957,C0156543
C0003241,C0221765
C0012757,C0156543
C1739768,C0232849
C0073085,C0016167
C5139819,C0275979
C2343589,C0026987
C0700580,C0029001
C0006864,C2349530
C2343853,C0002986
C0065832,C0032994
C0036720,C0276088
C4045494,C0152946
C0053336,C0042384
C0040233,C0023434
C0055015,C0149516
C3714801,C0011848
C0048897,C0029001
C3640212,C0006114
C0015021,C0154301
C0073601,C1318973
C3854325,C0231528
C0022267,C1609538
C0011892,C0149966
C0015046,C0038525
C3713860,C0007112
C0050458,C1306835
C0077163,C0403425
C4682397,C0008677
C2713595,C0343401
C4688584,C0263678
C0257685,C0276075
C0065374,C0264115
C4519199,C0011849
C0013036,C0036323
C0081408,C0014752
C0040373,C0154830
C0048044,C0026764
C0663351,C4687714
C0753183,C0019357
C2742503,C0041909
C0040165,C0015652
C0016298,C0038166
C0164674,C0006142
C0246631,C1328252
C0025405,C0001622
C0002575,C0346976
C0078442,C0016665
C0052772,C0024536
C1144709,C0154731
C0034417,C0396072
C2744790,C0524662
C0298130,C0038034
C0085173,C2733595
C0164155,C0349464
C4043480,C0019163
C0074722,C0878773
C0024472,C0038395
C2604635,C0032305
C0040610,C0034886
C0002421,C0153256
C1527027,C0396072
C0573951,C0004945
C0675175,C0029134
C0142825,C0011854
C0042313,C0085610
C1134681,C1320547
C0040382,C0271932
C0006976,C0235950
C0771957,C1861172
C0019593,C0023886
C2983838,C0393735
C0663182,C0085652
C0079856,C0401160
C0078569,C0022951
C0034261,C0009186
C0353697,C0023976
C0054201,C0030193
C0071324,C0264515
C0301304,C0027765
C1562292,C0030578
C0877860,C0002965
C2349941,C0080274
C0069717,C0276089
C0006464,C0008582
C0108124,C0039263
C0071129,C0030920
C0002615,C0553576
C0014806,C1827301
C0030873,C0040262
C0076456,C0856695
C0021246,C0338437
C0717537,C0334634
C0054672,C2931187
C0007974,C0085096
C0108101,C0008489
C0066624,C0272373
C0024977,C0267436
C0167117,C1319317
C0014025,C0035235
C0537894,C0398775
C0006359,C0024588
C0907410,C0010692
C0006230,C0162316
C4330903,C0278152
C0030077,C0028840
C0008996,C0264515
C0053817,C0004364
C0034239,C0524702
C0033447,C1142132
C2931926,C0036916
C0078956,C0035597
C1707080,C0032897
C0038792,C1608973
C0113293,C0153601
C0065865,C0020598
C1143018,C0220756
C4505936,C0041976
C0054234,C0729586
C0010192,C0162810
C2698152,C0001175
C0035339,C0041473
C0053336,C0238452
C0001911,C0000810
C3640212,C0006287
C0015689,C3874358
C0537439,C1288351
C0003448,C0034013
C0041920,C0029443
C1313052,C0042842
C0016368,C0854211
C0282556,C1260899
C0005098,C0456107
C0021641|3630,C0085074
C0039736,C0022354
C0056835,C0023467
C0717900,C0021390
C0030829,C1998329
C1172636,C0004604
C0059874,C0003177
C0936148,C0043250
C0006675,C0269398
C0041040,C0919659
C0055891,C0343804
C0770560,C0030193
C0076107,C0751495
C0771221,C0024535
C2744960,C0029443
C1120386,C0598608
C0913246,C1318559
C0002680,C0011884
C1960121,C0679225
C0063077,C0025294
C0245109,C0021603
C0078836,C0085109
C0206255,C1510471
C1330622,C0006271
C0003641,C0006309
C3852920,C0010054
C4519229,C0039614
C1445625,C0002736
C0304604,C0004031
C4524703,C1276092
C4317559,C0011608
C0008281,C0008350
C0025644,C0271932
C0027368,C0271429
C1718097,C1541061
C2348308,C0034012
C0071324,C2711180
C4548848,C0917799
C0023972,C2931788
C0085173,C0085438
C4325235,C0520909
C0770560,C0036117
C0077539,C0205944
C1520059,C0003492
C0525005,C2267227
C0026457,C0242429
C0039600,C0472713
C0253563,C0019345
C0913506,C0242383
C0040989,C0002831
C0002333,C2937225
C0146011,C0011881
C0281351,C0029291
C4507236,C0026603
C0039955,C0001824
C0022154,C0684275
C0033308,C0235950
C0209211,C0406482
C1870115,C0011630
C0009316,C0009377
C2606556,C1609535
C0005304,C1260917
C0537670,C0004153
C0772395,C0041912
C0376160,C0042487
C0022860,C0034186
C0073371,C1960398
C0004482,C0019088
C0006711,C0041234
C0068314,C0001627
C0006699,C0035309
C0025815,C0003950
C0025854,C0085278
C0011185,C0023473
C0220578,C0030809
C0759933,C0220989
C0008223,C2919522
C0015043,C0403643
C0047625,C0039503
C3852671,C0520777
C0031184,C0153256
C4084478,C0019069
C0025659,C0022660
C0030969,C0270458
C2698385,C0079487
C0002333,C0013295
C0125997,C0022575
C0008188,C0559470
C0304509,C1328504
C0022154,C1290159
C0016368,C0340354
C1700730,C0178416
C0724614,C0746102
C0354100,C0339933
C0006246,C0154731
C0288792,C1269831
C2698706,C0020479
C0382131,C0036341
C0003158,C1623040
C0023660,C0012734
C0286185,C0038358
C3179535,C1739363
C3273430,C0858321
C0360714,C1278797
C0534191,C0023434
C0004057,C0027424
C5139717,C0339293
C0055467,C0007129
C0066101,C2887088
C0039871,C0456107
C4524703,C0011848
C0072828,C0027849
C0065199,C0855095
C4049146,C0014121
C3886731,C0546837
C0004147,C0302592
C0040374,C0040185
C0035100|5972,C0006114
C0054668,C4076057
C0040193,C0020476
C0527129,C0242422
C0012702,C0850149
C0006809,C0013882
C0066139,C0027609
C0038722,C0239295
C0050458,C0027497
C4519536,C0149782
C0025042,C0085438
C0040805,C0001261
C0302210,C0265110
C0022251,C0032371
C2826076,C0156677
